Season Start Year,League,Team,Name,Age,POS,CM,KG,Apps Combined,Apps,Starts,Subs,Mins,Goal,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating
2012,La Liga,Espanyol,Cristian G—mez,23,DM(C) ,181,75,8(8),16,8,8,735,-,1,3,-,0.3,86.1,0.4,-,6.23
2012,La Liga,Espanyol,Sergio Tejera,22,M(C) ,181,76,3(9),12,3,9,329,1,-,5,-,0.7,76,0.4,-,6.22
2012,La Liga,Espanyol,Martin Petrov,33,AM(LR) ,180,77,0(8),8,0,8,126,-,1,-,-,0.5,73,-,-,6.14
2012,La Liga,Espanyol,Alb’n,26,AM(CL) ,179,77,2(5),7,2,5,256,1,-,1,1,0.9,75,0.6,-,6.13
2012,La Liga,Valladolid,Patrick Ebert,25,AM(R) ,175,72,22(1),23,22,1,1816,6,7,4,-,3,73.3,1.7,4,7.46
2012,La Liga,Valladolid,Dani Hern‡ndez,27,GK ,196,85,24,24,24,0,2160,-,-,1,-,-,52.2,0.8,2,7.1
2012,La Liga,Valladolid,Manucho,29,FW ,188,82,19(6),25,19,6,1677,8,3,3,1,1.8,60.5,6.8,2,7.08
2012,La Liga,Valladolid,Jaime,31,GK ,188,80,14,14,14,0,1260,-,-,1,-,-,63,0.4,1,7.06
2012,La Liga,Valladolid,V’ctor P_rez,24,M(C) ,178,71,24(1),25,24,1,2164,4,-,4,-,0.7,81.3,1,1,6.94
2012,La Liga,Valladolid,Mikel Balenziaga,24,D(L) ,177,76,32,32,32,0,2873,-,1,3,-,0.1,73,1.1,1,6.93
2012,La Liga,Valladolid,Henrique Sereno,27,D(CLR) ,187,78,19(1),20,19,1,1712,1,-,5,1,0.4,73.5,2.5,-,6.86
2012,La Liga,Valladolid,Marc Valiente,25,D(C) ,184,71,28,28,28,0,2411,-,1,4,-,0.3,85.6,1.8,1,6.85
2012,La Liga,Valladolid,Jesœs Rueda,25,D(C) ,181,78,26(2),28,26,2,2412,-,-,3,-,0.1,81.1,1.4,-,6.84
2012,La Liga,Valladolid,îscar,29,AM(CL) ,180,71,33(2),35,33,2,2956,12,7,6,-,1.5,80.4,0.6,3,6.83
2012,La Liga,Valladolid,Carlos Pe–a,29,D(CL) ,181,73,11(6),17,11,6,1056,-,1,3,-,0.4,75.3,1.1,-,6.83
2012,La Liga,Valladolid,Omar Ramos,24,AM(LR) ,172,61,29(5),34,29,5,2456,1,5,5,-,0.9,81.6,0.6,-,6.77
2012,La Liga,Valladolid,Antonio Rukavina,28,D(R) ,177,73,37,37,37,0,3330,1,2,4,1,0.4,75.7,0.3,-,6.66
2012,La Liga,Valladolid,çlvaro Rubio,33,DM(C) ,178,80,34(1),35,34,1,2854,-,2,8,-,0.4,84.9,1,-,6.66
2012,La Liga,Valladolid,Javi Guerra,30,FW ,179,77,17(13),30,17,13,1613,8,-,4,-,1.2,78.6,2.1,1,6.61
2012,La Liga,Valladolid,Daniel Larsson,25,AM(CR) ,175,79,17(1),18,17,1,1422,-,1,2,-,0.9,76.6,0.1,-,6.59
2012,La Liga,Valladolid,Alberto Bueno,24,AM(CL)^FW ,178,64,14(19),33,14,19,1462,5,4,4,-,1.1,78.2,0.1,1,6.57
2012,La Liga,Valladolid,Lluis Sastre,26,DM(C) ,175,71,13(16),29,13,16,1377,1,-,10,-,0.4,83.1,0.7,-,6.41
2012,La Liga,Valladolid,Javier Baraja,32,D(C)^DM(C) ,179,79,3(9),12,3,9,336,1,-,1,-,0.3,76.4,0.4,-,6.35
2012,La Liga,Valladolid,Rub_n Pe–a,21,M ,170,65,0(4),4,0,4,78,-,-,-,-,0.5,71.1,0.5,-,6.3
2012,La Liga,Valladolid,Valdet Rama,24,AM(L) ,178,77,1(4),5,1,4,135,-,-,-,-,0.4,76.9,0.6,-,6.27
2012,La Liga,Valladolid,Juan çngel Neira,23,FW ,177,69,1(6),7,1,6,103,-,-,1,-,0.4,80.4,0.3,-,6.17
2012,La Liga,Valladolid,Lolo118478,19,FW ,182,78,0(7),7,0,7,92,-,-,1,-,0.7,58.8,0.1,-,6.14
2012,La Liga,Granada,Diego Mainz,29,D(C) ,187,79,26(1),27,26,1,2367,1,-,2,-,0.3,82.4,4.1,3,7.27
2012,La Liga,Granada,Manuel Lucena,29,M ,186,77,2,2,2,0,180,-,-,-,-,1,75,3,-,7.14
2012,La Liga,Granada,Nolito,26,AM(L) ,172,70,17,17,17,0,1461,3,1,2,-,2.4,74.2,0.2,3,7.05
2012,La Liga,Granada,Dani Ben’tez,25,AM(L) ,171,69,9,9,9,0,724,1,1,3,-,2.7,63.5,2,-,7.05
2012,La Liga,Granada,Guillherme Siqueira,26,D(L) ,183,76,35,35,35,0,3012,6,3,6,1,0.6,69.9,0.9,4,7.01
2012,La Liga,Granada,Roberto34614,33,GK ,180,80,14,14,14,0,1260,-,1,3,-,-,35.5,0.5,-,6.93
2012,La Liga,Granada,Nyom,24,D(R) ,189,82,35,35,35,0,2967,-,2,9,-,0.5,70.8,0.7,-,6.89
2012,La Liga,Granada,To–o,32,GK ,182,81,25,25,25,0,2250,-,-,3,-,-,42.1,0.4,1,6.86
2012,La Liga,Granada,Yacine Brahimi,22,AM(CLR) ,175,67,21(6),27,21,6,1882,-,1,6,1,1.4,84.6,0.1,1,6.83
2012,La Liga,Granada,Recio,21,DM(C) ,183,74,14(1),15,14,1,1255,2,-,5,-,0.8,81,1.2,-,6.83
2012,La Liga,Granada,Mikel Rico,27,M(C) ,178,76,38,38,38,0,3398,2,-,4,1,0.9,81.6,0.6,1,6.81
2012,La Liga,Granada,ê–igo L—pez,30,D(C) ,184,79,21(2),23,21,2,1907,-,-,8,-,0.7,77.1,3.6,-,6.76
2012,La Liga,Granada,Youssef El-Arabi,25,AM(CL)^FW ,183,84,23(8),31,23,8,2012,8,1,4,-,1.8,65.9,2.6,1,6.7
2012,La Liga,Granada,Iriney,31,DM(C) ,179,70,21(4),25,21,4,1811,-,-,5,1,0.3,82.9,1.1,-,6.64
2012,La Liga,Granada,Pape Malickou Diakhat_,28,D(C) ,185,79,17(1),18,17,1,1499,-,-,6,-,0.2,74.1,1.3,-,6.64
2012,La Liga,Granada,Odion Ighalo,23,FW ,188,70,19(9),28,19,9,1786,4,2,4,-,1.8,71.2,1,-,6.61
2012,La Liga,Granada,Borja G—mez,24,D(C) ,184,77,12,12,12,0,1080,-,-,3,1,0.3,71,1.9,-,6.59
2012,La Liga,Granada,Gabriel Torje,22,AM(LR)^FW ,167,65,28(6),34,28,6,2233,3,-,6,-,1.3,64.9,0.5,1,6.58
2012,La Liga,Granada,Antonio Floro Flores,29,AM(L)^FW ,183,78,5(5),10,5,5,505,1,-,4,-,2.6,61.9,3.1,1,6.51
2012,La Liga,Granada,Fabi‡n Orellana,26,AM(CLR) ,168,70,12(5),17,12,5,1072,-,1,2,-,1.2,74.6,0.6,-,6.51
2012,La Liga,Granada,Diego Buonanotte,24,AM(CL) ,161,57,4(11),15,4,11,590,1,1,3,-,1.1,75.3,-,-,6.42
2012,La Liga,Granada,Juanma Ortiz,30,D(LR)^M(R) ,179,70,5(17),22,5,17,801,-,2,3,-,0.1,74.1,0.4,-,6.34
2012,La Liga,Granada,Brayan Angulo,22,D(L) ,174,71,4(11),15,4,11,570,1,-,1,-,0.1,67.6,0.5,-,6.34
2012,La Liga,Granada,Jaime Romero,22,AM(LR) ,176,68,2(9),11,2,9,248,-,1,2,-,0.6,72.7,0.5,-,6.32
2012,La Liga,Granada,Aranda,32,AM(C)^FW ,186,82,9(8),17,9,8,871,1,1,4,-,1,72.9,1,-,6.28
2012,La Liga,Granada,Hassan Yebda,28,DM(C) ,187,77,0(2),2,0,2,43,-,-,-,-,-,52.9,1,-,6.14
2012,La Liga,Granada,Mois_s Hurtado,31,DM(C) ,185,84,1,1,1,0,48,-,-,1,-,-,93.3,1,-,6.07
2012,La Liga,Granada,Darwin Mach’s,19,FW ,169,72,0(4),4,0,4,40,-,-,-,-,0.5,66.7,0.3,-,6.04
2012,La Liga,Osasuna,Emiliano Armenteros,26,AM(CLR) ,179,78,30,30,30,0,2648,3,5,11,1,2.5,70.3,1.8,3,7.34
2012,La Liga,Osasuna,Dami‡,30,D(LR)^M(R) ,188,79,29,29,29,0,2489,-,1,15,-,0.4,72.3,3.5,2,7.33
2012,La Liga,Osasuna,Francisco Silva,26,M(C) ,178,80,14(2),16,14,2,1305,1,1,3,1,1.2,79.6,1.6,-,7.12
2012,La Liga,Osasuna,Alejandro Arribas,23,D(C) ,182,74,32(2),34,32,2,2849,2,-,9,4,0.6,69,2.7,2,6.98
2012,La Liga,Osasuna,Miguel Fla–o,28,D(C) ,177,72,22,22,22,0,1916,-,-,5,-,0.1,76.2,2.5,-,6.98
2012,La Liga,Osasuna,Oier,26,D(LR)^M(C) ,178,72,25(6),31,25,6,2310,-,-,11,-,1.1,68.4,2.4,-,6.92
2012,La Liga,Osasuna,Miguel çngel de las Cuevas,26,AM(CLR) ,175,69,15(1),16,15,1,1156,1,1,1,-,1.6,74.1,1.2,-,6.92
2012,La Liga,Osasuna,Lolo19482,28,D(C)^DM(C) ,182,72,17(5),22,17,5,1611,1,2,6,-,1,66.9,2.6,2,6.92
2012,La Liga,Osasuna,Raoul Lo_,23,DM(C) ,192,83,18(5),23,18,5,1573,2,1,3,-,0.6,69.5,3.9,1,6.92
2012,La Liga,Osasuna,çlvaro Cejudo,28,AM(R) ,180,78,25(7),32,25,7,2029,3,5,3,-,2.1,65.6,0.8,1,6.89
2012,La Liga,Osasuna,Andr_s Fern‡ndez,25,GK ,183,79,37,37,37,0,3330,-,-,2,-,-,43.3,0.4,2,6.87
2012,La Liga,Osasuna,Marc Bertr‡n,30,D(R) ,181,78,20(3),23,20,3,1854,-,-,8,-,0.3,70.2,1.1,-,6.84
2012,La Liga,Osasuna,Sisi,26,AM(LR) ,169,67,11,11,11,0,802,-,-,3,-,1.3,75,0.8,-,6.83
2012,La Liga,Osasuna,Rub_n,30,D(C) ,187,75,15(1),16,15,1,1343,-,-,5,1,0.4,65.7,3,-,6.8
2012,La Liga,Osasuna,David Timor,23,M(C) ,185,77,10(6),16,10,6,947,1,3,2,1,1.4,76.7,2.6,-,6.79
2012,La Liga,Osasuna,Nano,30,D(CL) ,186,80,16(2),18,16,2,1419,-,-,5,1,0.6,63.7,1.9,-,6.73
2012,La Liga,Osasuna,Kike Sola,26,FW ,185,82,24(7),31,24,7,2079,9,1,3,-,1.4,57.3,2.8,1,6.67
2012,La Liga,Osasuna,Anthony Annan,26,DM(C) ,175,64,5(1),6,5,1,389,-,-,1,-,0.2,84.3,1.8,-,6.65
2012,La Liga,Osasuna,Roland Lamah,24,AM(L) ,180,71,7(8),15,7,8,776,2,2,2,-,1.1,67.4,1.1,-,6.58
2012,La Liga,Osasuna,Francisco Pu–al,37,DM(C) ,179,73,13(9),22,13,9,1391,1,1,5,1,0.4,74.1,1.1,-,6.54
2012,La Liga,Osasuna,Roberto Torres,23,AM(CL) ,176,66,1(4),5,1,4,170,1,-,-,-,1.6,65.2,0.2,-,6.53
2012,La Liga,Osasuna,Unai Garc’a,20,D ,182,76,1,1,1,0,90,-,-,1,-,-,74.1,1,-,6.4
2012,La Liga,Osasuna,Ion Echaide,24,D ,179,77,1,1,1,0,61,-,-,-,-,-,41.7,2,-,6.38
2012,La Liga,Osasuna,Nino,32,AM(CL)^FW ,169,68,17(8),25,17,8,1618,3,1,1,-,1.4,75.8,1,-,6.35
2012,La Liga,Osasuna,Manuel Omwu,24,FW ,185,75,0(6),6,0,6,131,1,1,-,-,1,57.7,0.5,-,6.35
2012,La Liga,Osasuna,Masoud Shojaei,28,AM(CLR) ,184,73,2(12),14,2,12,376,1,-,2,-,0.9,64.3,0.7,-,6.3
2012,La Liga,Osasuna,Ricardo,40,GK ,187,88,0(1),1,0,1,16,-,-,-,-,-,100,-,-,6.29
2012,La Liga,Osasuna,Asier Riesgo,29,GK ,185,76,2,2,2,0,166,-,-,1,-,-,45.5,-,-,6.24
2012,La Liga,Osasuna,Maikel Mesa,21,M ,185,71,0(1),1,0,1,12,-,-,-,-,-,87.5,1,-,6.21
2012,La Liga,Osasuna,Joseba Llorente,32,FW ,184,72,10(14),24,10,14,994,1,-,2,1,1.1,67.1,0.7,-,6.16
2012,La Liga,Celta Vigo,Hugo Mallo,21,D(R) ,174,75,17,17,17,0,1530,-,-,3,-,0.6,73.7,1.1,1,7.25
2012,La Liga,Celta Vigo,Iago Aspas,25,AM(C)^FW ,176,67,34,34,34,0,2889,12,7,4,1,3,77.3,0.7,5,7.14
2012,La Liga,Celta Vigo,Rub_n Blanco,17,GK ,188,70,1(1),2,1,1,135,-,-,-,-,-,32.6,0.5,-,6.99
2012,La Liga,Celta Vigo,Borja Oubi–a,30,DM(C) ,179,75,36,36,36,0,3233,1,-,9,-,0.6,82.3,1.5,-,6.94
2012,La Liga,Celta Vigo,Gustavo Cabral,27,D(C) ,184,82,26(1),27,26,1,2330,2,-,9,2,0.4,81.2,2.6,1,6.9
2012,La Liga,Celta Vigo,Augusto Fern‡ndez,26,AM(CLR) ,177,71,36,36,36,0,2957,6,5,8,1,1.6,78.5,1,-,6.9
2012,La Liga,Celta Vigo,Roberto Lago,27,D(L) ,178,70,32(2),34,32,2,2829,-,3,11,-,0.4,78.5,0.8,-,6.89
2012,La Liga,Celta Vigo,Jonny,18,D(LR) ,175,70,19,19,19,0,1633,-,-,5,-,0.2,71.5,1.7,-,6.84
2012,La Liga,Celta Vigo,Vadim Demidov,26,D(C) ,185,80,12,12,12,0,1023,-,-,2,-,0.3,73.8,1.4,-,6.83
2012,La Liga,Celta Vigo,Andr_s Tœ–ez,25,D(C) ,187,83,30,30,30,0,2700,-,-,5,-,0.3,75.2,1.5,2,6.8
2012,La Liga,Celta Vigo,Sergio çlvarez,26,GK ,179,75,2,2,2,0,180,-,-,-,-,-,64.3,1,-,6.74
2012,La Liga,Celta Vigo,Javi Varas,30,GK ,182,73,35,35,35,0,3107,-,-,4,-,-,50,0.4,2,6.73
2012,La Liga,Celta Vigo,çlex L—pez,24,M(C) ,174,66,30(3),33,30,3,2489,2,1,5,-,1.6,86.8,0.5,-,6.72
2012,La Liga,Celta Vigo,Carlos Bellvis,27,D(L) ,178,72,8(5),13,8,5,818,-,-,1,-,0.2,77.6,1.2,-,6.71
2012,La Liga,Celta Vigo,Michael Krohn-Dehli,29,AM(CL) ,170,70,32(2),34,32,2,2831,1,6,7,-,1.3,82.2,0.3,2,6.7
2012,La Liga,Celta Vigo,Samuel,27,D ,187,81,0(1),1,0,1,35,-,-,-,-,-,57.1,2,-,6.7
2012,La Liga,Celta Vigo,Jonathan Vila,26,D(C) ,186,78,10(4),14,10,4,1008,-,-,5,-,0.4,81.5,0.7,-,6.64
2012,La Liga,Celta Vigo,Santi Mina,16,AM(R)^FW ,177,71,0(1),1,0,1,31,-,-,-,-,1,75,-,-,6.6
2012,La Liga,Celta Vigo,Natxo Insa,26,DM(C) ,177,70,14(4),18,14,4,1151,2,-,6,-,0.7,77,0.6,1,6.47
2012,La Liga,Celta Vigo,Mario Bermejo,34,AM(C)^FW ,180,78,16(17),33,16,17,1622,5,-,4,-,1.1,65.5,2.6,1,6.45
2012,La Liga,Celta Vigo,Fabi‡n Orellana,26,AM(CLR) ,168,70,7(7),14,7,7,694,-,3,2,-,0.9,71.5,0.4,-,6.41
2012,La Liga,Celta Vigo,Park Chu-Young,27,AM(CL)^FW ,182,70,8(14),22,8,14,751,3,-,3,-,1.1,67.4,1.8,-,6.4
2012,La Liga,Celta Vigo,Enrique De Lucas,34,FW ,174,68,6(18),24,6,18,723,3,-,1,-,1,69.2,0.4,-,6.39
2012,La Liga,Celta Vigo,Cristian Bustos,29,M ,176,75,2(5),7,2,5,217,-,-,1,-,-,89.7,0.1,-,6.29
2012,La Liga,Celta Vigo,Danijel Pranjic,30,D(L)^M(CL) ,171,70,4(6),10,4,6,437,-,-,-,-,0.5,84.5,0.1,-,6.27
2012,La Liga,Celta Vigo,L_vy Madinda,20,M(C) ,182,77,1(4),5,1,4,158,-,-,-,-,0.2,79.5,0.2,-,6.22
2012,La Liga,Celta Vigo,Toni,22,D(L)^M(R) ,173,70,0(14),14,0,14,243,-,1,2,-,0.3,80.7,0.1,-,6.21
2012,La Liga,Celta Vigo,Joan Tom‡s,27,FW ,167,70,0(3),3,0,3,23,-,-,-,-,0.3,79.2,-,-,6.06
2012,La Liga,Mallorca,Geromel,27,D(C) ,190,84,29(1),30,29,1,2616,1,-,11,-,0.4,78.9,2.2,4,7.22
2012,La Liga,Mallorca,Giovani dos Santos,23,AM(CLR)^FW ,179,71,27(2),29,27,2,2402,6,7,4,-,2.4,81.8,0.1,4,7.05
2012,La Liga,Mallorca,Casadesœs,27,AM(C)^FW ,180,77,31(2),33,31,2,2638,8,5,7,-,2,69.9,3.1,1,6.97
2012,La Liga,Mallorca,Tom‡s Pina,25,DM(C) ,184,75,34(2),36,34,2,2899,-,1,9,-,0.6,77.8,1.9,-,6.9
2012,La Liga,Mallorca,Tommer Hemed,25,FW ,186,80,28(9),37,28,9,2407,11,1,4,-,2.6,67.1,4,2,6.85
2012,La Liga,Mallorca,Antonio Luna,21,D(L)^M(L) ,178,70,11,11,11,0,942,-,-,3,1,0.2,73.1,0.8,-,6.74
2012,La Liga,Mallorca,Rub_n Mi–o,23,GK ,191,86,0(1),1,0,1,28,-,-,-,-,-,62.5,-,-,6.72
2012,La Liga,Mallorca,Juan Calatayud,32,GK ,191,84,3,3,3,0,270,-,-,-,-,-,52.4,-,-,6.69
2012,La Liga,Mallorca,Kevin,23,D(L) ,178,74,8(3),11,8,3,819,1,1,2,-,0.4,67.4,0.9,-,6.69
2012,La Liga,Mallorca,Javi M‡rquez,26,M(C) ,179,71,19(6),25,19,6,1589,3,2,6,2,1.2,72.8,0.8,1,6.69
2012,La Liga,Mallorca,Antonio L—pez,31,D(L) ,173,65,7(1),8,7,1,661,-,-,3,-,0.1,67.6,1.5,-,6.67
2012,La Liga,Mallorca,Pedro Bigas,22,D(CL) ,180,78,24,24,24,0,2064,1,1,7,-,0.4,73.5,1.5,-,6.64
2012,La Liga,Mallorca,Mart’,37,DM(C) ,180,74,18(11),29,18,11,1770,1,1,9,-,0.5,74.4,0.4,-,6.64
2012,La Liga,Mallorca,Dudu Aouate,35,GK ,188,84,35,35,35,0,3124,-,1,2,-,-,46.5,0.5,-,6.63
2012,La Liga,Mallorca,Alan Hutton,27,D(R) ,185,72,17,17,17,0,1487,-,-,4,-,0.5,68.5,1.6,-,6.6
2012,La Liga,Mallorca,Ximo Navarro,22,D(R) ,177,70,13(3),16,13,3,1082,-,-,2,2,0.3,70.9,0.6,-,6.58
2012,La Liga,Mallorca,Emilio Nsue Lopez,23,D(R)^M(CLR) ,182,75,25(7),32,25,7,2198,2,3,2,1,0.8,74.4,1.6,-,6.57
2012,La Liga,Mallorca,Anderson Conceiç‹o,23,D(C) ,188,81,14(2),16,14,2,1244,-,-,1,-,0.3,65.9,1.9,1,6.52
2012,La Liga,Mallorca,Alejandro Alfaro,25,AM(CLR) ,173,71,13(14),27,13,14,1319,6,1,1,-,1.3,80,0.7,1,6.5
2012,La Liga,Mallorca,Fernando Tissone,26,DM(C) ,180,77,12(3),15,12,3,1097,-,-,3,-,0.5,75,0.7,-,6.49
2012,La Liga,Mallorca,Jo‹o Victor,23,DM(C) ,181,75,2(5),7,2,5,277,-,-,1,-,0.4,67.1,0.1,-,6.48
2012,La Liga,Mallorca,Michael Pereira,24,AM(CLR) ,180,69,17(8),25,17,8,1446,1,-,6,-,1.4,71.8,0.7,-,6.46
2012,La Liga,Mallorca,Nunes,35,D(C) ,185,82,21(2),23,21,2,2023,-,-,4,1,0.5,78.1,2,-,6.43
2012,La Liga,Mallorca,Javier Arizmendi,28,AM(R)^FW ,189,76,5(16),21,5,16,805,2,1,5,-,0.7,61,1.3,-,6.38
2012,La Liga,Mallorca,Marc Fern‡ndez,22,M ,179,70,0(6),6,0,6,106,-,-,-,-,0.7,60.9,-,-,6.14
2012,La Liga,Mallorca,çlvaro,21,FW ,182,80,0(1),1,0,1,10,-,-,-,-,-,100,-,-,6.02
2012,La Liga,Mallorca,Charlie Took,19,D ,184,80,0(1),1,0,1,13,-,-,-,-,-,100,-,-,6.02
2012,La Liga,Mallorca,Andreu Font‡s,22,D(C)^DM(C) ,181,72,5(4),9,5,4,439,-,-,1,1,0.1,81.3,0.9,-,5.97
2012,La Liga,Mallorca,Brandon,17,FW ,71,177,0(1),1,0,1,17,-,-,1,-,-,100,-,-,5.96
2012,La Liga,Deportivo La Coruna,Pizzi,23,AM(CL) ,172,66,35,35,35,0,3134,8,6,5,1,2.5,80.9,0.3,2,7.14
2012,La Liga,Deportivo La Coruna,Abel Aguilar,27,M(C) ,185,82,27(1),28,27,1,2436,3,3,12,1,1.5,81.7,2.5,-,7.08
2012,La Liga,Deportivo La Coruna,Germ‡n Lux,30,GK ,185,79,3(1),4,3,1,315,-,-,-,-,-,50.9,0.3,-,6.99
2012,La Liga,Deportivo La Coruna,Aythami,26,D(C) ,185,79,24(2),26,24,2,2177,-,1,10,-,0.5,80.6,2.1,2,6.98
2012,La Liga,Deportivo La Coruna,Manuel Pablo,36,D(LR) ,177,73,24,24,24,0,2114,-,2,5,1,0.1,80.6,1.2,-,6.96
2012,La Liga,Deportivo La Coruna,Riki,32,AM(R)^FW ,187,89,36,36,36,0,2754,13,-,5,-,3.4,74,2.5,2,6.92
2012,La Liga,Deportivo La Coruna,Laure,27,D(LR) ,171,64,10(1),11,10,1,945,-,1,4,-,0.2,84.8,0.5,-,6.88
2012,La Liga,Deportivo La Coruna,Silvio,25,D(LR) ,178,72,16(1),17,16,1,1386,2,-,1,1,1,80.5,1.6,1,6.86
2012,La Liga,Deportivo La Coruna,Bruno Gama,24,AM(R) ,178,68,38,38,38,0,3165,6,6,4,-,1.5,79.9,0.3,2,6.83
2012,La Liga,Deportivo La Coruna,çlex Berganti–os,27,DM(C) ,177,71,22(7),29,22,7,2063,1,1,4,-,0.9,80.4,1.5,2,6.81
2012,La Liga,Deportivo La Coruna,Carlos Marchena,33,D(C)^DM(C) ,183,79,22,22,22,0,1862,2,-,7,1,0.5,80.5,0.5,1,6.81
2012,La Liga,Deportivo La Coruna,Juan Dom’nguez,22,M(C) ,184,72,21(3),24,21,3,1877,1,-,4,-,0.5,88.7,0.6,-,6.73
2012,La Liga,Deportivo La Coruna,Z_ Castro,29,D(C) ,183,76,20(4),24,20,4,1789,-,-,4,-,0.5,79.8,1.5,-,6.65
2012,La Liga,Deportivo La Coruna,Juan Carlos Valer—n,37,AM(C) ,180,72,28(5),33,28,5,2302,1,8,2,-,0.4,82.7,1.1,-,6.62
2012,La Liga,Deportivo La Coruna,Daniel Aranzubia,33,GK ,184,80,35,35,35,0,3107,-,-,3,1,-,46.2,0.3,1,6.59
2012,La Liga,Deportivo La Coruna,Kak‡23556,31,D(C) ,186,74,5(1),6,5,1,435,-,-,-,-,0.2,87.8,1,-,6.53
2012,La Liga,Deportivo La Coruna,Paulo Assunç‹o,32,DM(C) ,173,70,7(2),9,7,2,625,-,-,2,1,0.1,77.6,0.4,-,6.53
2012,La Liga,Deportivo La Coruna,Jesœs V‡zquez,32,M ,182,78,2(3),5,2,3,175,-,-,1,-,0.4,66,0.2,-,6.41
2012,La Liga,Deportivo La Coruna,Ayoze D’az,30,D(L) ,175,75,11(3),14,11,3,1003,-,-,4,-,0.8,72.7,0.4,-,6.41
2012,La Liga,Deportivo La Coruna,Evaldo,30,D(L) ,184,84,14(1),15,14,1,1236,-,1,4,1,0.3,79,0.9,-,6.34
2012,La Liga,Deportivo La Coruna,Diogo Salomao,24,M ,174,68,2(12),14,2,12,429,2,-,1,-,1.1,73.7,0.1,-,6.33
2012,La Liga,Deportivo La Coruna,N_lson Oliveira,21,FW ,186,82,2(28),30,2,28,845,4,-,5,-,1.8,75.2,0.3,-,6.32
2012,La Liga,Deportivo La Coruna,Andre Santos,23,M(C) ,178,77,4(9),13,4,9,342,-,-,3,-,0.5,84,0.4,-,6.23
2012,La Liga,Deportivo La Coruna,Rodolfo Bodipo,35,FW ,181,80,0(6),6,0,6,79,1,-,-,-,0.8,76.9,0.3,-,6.16
2012,La Liga,Deportivo La Coruna,Javier Camu–as,32,AM(CLR)^FW ,173,71,4(19),23,4,19,648,1,-,5,-,0.3,78,0.2,-,6.15
2012,La Liga,Deportivo La Coruna,Roderick Miranda,21,D ,191,85,3,3,3,0,245,-,-,-,-,-,84,0.3,-,6.09
2012,La Liga,Deportivo La Coruna,Pablo Insœa,19,D(C) ,185,77,2(1),3,2,1,190,-,-,-,-,-,93,0.3,-,5.75
2012,La Liga,Deportivo La Coruna,Tiago Pinto,24,D ,177,75,1,1,1,0,90,-,-,1,-,-,70.6,-,-,5.47
2012,La Liga,Zaragoza,Maurizio Lanzaro,30,D(CR) ,183,80,0(1),1,0,1,59,-,-,1,-,-,68.4,3,-,7.18
2012,La Liga,Zaragoza,Abraham,26,D(L) ,174,72,35,35,35,0,3136,-,2,12,1,0.2,71.8,1.3,2,7.01
2012,La Liga,Zaragoza,Apo–o,28,M(CR) ,173,72,29(3),32,29,3,2561,9,4,9,-,1.7,79,0.7,3,6.99
2012,La Liga,Zaragoza,Raœl Goni,24,D(C) ,186,82,4,4,4,0,316,-,-,1,-,0.3,73.6,2.8,-,6.9
2012,La Liga,Zaragoza,Paco Monta–_s,26,AM(LR) ,172,73,38,38,38,0,3266,5,1,3,-,1.4,78.9,0.7,1,6.84
2012,La Liga,Zaragoza,çlvaro Gonz‡lez99907,22,D(CR) ,183,75,33,33,33,0,2970,1,-,12,2,0.6,70.2,2.3,-,6.83
2012,La Liga,Zaragoza,Cristian Sapunaru,28,D(R) ,187,87,29,29,29,0,2566,2,-,18,1,0.4,75,1.6,2,6.81
2012,La Liga,Zaragoza,H_lder Postiga,30,FW ,180,76,36(1),37,36,1,3169,14,-,7,-,3.1,67.6,3.1,2,6.77
2012,La Liga,Zaragoza,Adam Pint_r,24,D(C)^DM(C) ,190,76,16(2),18,16,2,1361,-,-,5,-,0.7,75.2,1.6,-,6.72
2012,La Liga,Zaragoza,Roberto19442,26,GK ,192,76,33,33,33,0,2970,-,-,3,-,-,39.3,0.5,1,6.7
2012,La Liga,Zaragoza,Glenn Loovens,29,D(C) ,190,83,21,21,21,0,1801,-,-,6,2,0.4,79,1.9,1,6.69
2012,La Liga,Zaragoza,Jos_ Mari,24,DM(C) ,181,69,16(8),24,16,8,1469,-,-,10,1,0.9,76.3,2,1,6.69
2012,La Liga,Zaragoza,V’ctor Rodr’guez,23,AM(CR) ,170,70,26(7),33,26,7,2128,1,7,3,-,1.3,81.3,0.3,1,6.65
2012,La Liga,Zaragoza,Rub_n Rochina,21,AM(R) ,182,76,5(10),15,5,10,637,1,-,1,-,2.4,72.4,0.2,-,6.63
2012,La Liga,Zaragoza,Franco Zuculini,22,M(CR) ,176,70,13(3),16,13,3,935,1,-,1,-,0.9,73.4,0.4,-,6.59
2012,La Liga,Zaragoza,Jos_ Fern‡ndez,22,D(R) ,168,66,7(4),11,7,4,702,-,1,1,-,0.1,74.5,0.5,1,6.58
2012,La Liga,Zaragoza,Javier Paredes,30,D(CL) ,175,74,17(4),21,17,4,1610,-,-,7,-,0.1,75,2.1,-,6.52
2012,La Liga,Zaragoza,Ivan Obradovic,24,D(L) ,181,74,1,1,1,0,74,-,-,-,-,-,85.7,1,-,6.5
2012,La Liga,Zaragoza,Jos_ Mar’a Movilla,37,DM(C) ,170,71,24(6),30,24,6,2203,-,3,10,-,0.3,80.3,0.4,-,6.5
2012,La Liga,Zaragoza,Pablo Alcolea,23,GK ,184,78,1(1),2,1,1,101,-,-,1,-,-,55.6,1,-,6.43
